Year,Team,player_id,Name,Date,Opponent,Result,GS,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA,GSC,DEC,Int
2023,KIA,14788,이의리,09-09,LG,W 7:12,1,4.1,4,3,4.00,21,15,3,0,0,0,5,0,0,3,85,1.52,0.213,0.348,0.631,4.19,1.14,-1.65,-0.153,41,,6일
2023,KIA,14788,이의리,09-21,@한화,L 8:14,1,1.1,5,4,3.95,9,6,2,0,0,0,2,0,1,3,45,1.54,0.215,0.351,0.635,4.47,1.38,-3.21,-0.323,33,L,7+일
2023,KIA,14788,이의리,09-27,@NC,W 6:1,1,7.0,0,0,0.00,22,21,3,0,0,0,1,0,0,3,77,1.48,0.211,0.344,0.621,4.20,0.67,3.66,0.301,73,W,6일
2023,KIA,14788,이의리,10-03,@KT,W 3:1,1,5.1,1,1,1.00,25,19,4,0,0,0,5,0,0,4,109,1.49,0.211,0.345,0.619,4.09,1.38,1.16,0.090,55,,6일
2023,KIA,14788,이의리,10-09,삼성,W 1:3,1,5.2,1,1,1.00,26,22,5,1,0,0,4,0,0,10,115,1.49,0.212,0.345,0.619,3.98,1.29,1.92,0.146,61,,6일
2023,KIA,14788,이의리,10-16,NC,W 2:4,1,5.0,2,2,2.00,22,17,4,1,0,0,3,0,0,6,90,1.49,0.213,0.345,0.620,3.96,0.94,0.61,0.003,54,,7일
2023,KIA,15432,윤영철,04-15,@키움,L 1:6,1,3.2,5,5,5.00,20,14,4,2,0,1,4,0,1,2,81,2.18,0.286,0.450,1.093,12.27,0.54,-3.30,-0.315,31,L,7+일
2023,KIA,15432,윤영철,04-21,삼성,W 4:5,1,4.1,2,2,0.95,20,17,5,1,0,0,3,0,0,2,91,2.00,0.290,0.425,0.909,7.88,1.17,1.36,0.121,44,,6일
2023,KIA,15432,윤영철,04-27,NC,W 0:5,1,5.0,0,0,0.00,20,18,3,0,0,0,2,0,0,5,83,1.62,0.245,0.367,0.734,4.85,1.29,2.61,0.280,64,,6일
2023,KIA,15432,윤영철,05-03,롯데,W 2:10,1,5.0,1,1,1.00,20,19,5,0,0,0,1,0,0,3,77,1.50,0.250,0.350,0.688,4.00,0.88,0.61,0.183,55,W,6일
2023,KIA,15432,윤영철,05-11,SSG,L 5:3,1,5.0,3,3,3.00,22,21,6,2,0,0,1,0,0,5,88,1.48,0.258,0.343,0.691,4.30,1.12,-0.39,-0.081,47,,7+일
2023,KIA,15432,윤영철,05-17,@삼성,W 7:6,1,5.1,1,0,0.30,22,20,4,0,0,0,2,0,0,2,92,1.41,0.248,0.331,0.652,3.49,0.87,2.16,0.189,58,W,6일
2023,KIA,15432,윤영철,05-24,@한화,W 4:2,1,6.0,1,1,1.00,23,20,3,0,0,1,3,0,0,3,86,1.34,0.233,0.320,0.638,3.15,1.25,1.14,0.181,62,,7일
2023,KIA,15432,윤영철,05-31,KT,W 1:7,1,5.1,1,1,1.00,21,19,3,0,0,1,2,0,0,2,88,1.29,0.223,0.310,0.628,2.95,0.83,1.87,0.231,58,W,7일
2023,KIA,15432,윤영철,06-06,SSG,L 2:1,1,7.0,2,2,2.00,26,25,6,1,0,0,1,0,0,2,99,1.24,0.225,0.304,0.616,2.89,0.92,0.66,0.127,58,L,6일
2023,KIA,15432,윤영철,06-11,@두산,L 2:3,1,6.0,3,3,3.00,26,24,7,1,1,0,1,0,0,5,77,1.25,0.234,0.305,0.630,3.08,0.91,0.14,-0.027,50,L,5일
2023,KIA,15432,윤영철,06-17,NC,L 10:7,1,3.0,7,7,7.00,20,18,11,1,2,0,1,0,0,1,77,1.40,0.265,0.331,0.703,4.04,0.95,-5.43,-0.358,9,L,6일
2023,KIA,15432,윤영철,06-28,키움,L 7:5,1,5.0,4,4,4.00,22,21,6,2,0,0,1,0,0,2,80,1.40,0.267,0.330,0.703,4.30,1.13,-1.39,-0.210,40,,7+일
2023,KIA,15432,윤영철,07-05,@SSG,W 17:3,1,6.0,2,2,2.00,24,22,4,2,0,0,2,0,0,4,97,1.37,0.260,0.323,0.687,4.19,0.71,1.14,0.043,58,W,7일
2023,KIA,15432,윤영철,07-12,삼성,W 2:3,0,1.2,0,0,0.00,6,6,1,1,0,0,0,0,0,1,24,1.35,0.258,0.320,0.684,4.08,1.27,0.67,0.080,,W,7일
2023,KIA,15432,윤영철,07-29,롯데,W 1:4,1,6.0,0,0,0.00,20,17,1,0,0,0,2,0,0,4,80,1.28,0.246,0.310,0.655,3.75,0.81,2.14,0.293,72,W,7+일
2023,KIA,15432,윤영철,08-04,한화,W 3:9,1,6.0,3,3,3.00,29,27,9,1,0,2,2,0,0,6,91,1.32,0.253,0.316,0.683,3.81,1.01,0.14,0.006,46,W,6일
2023,KIA,15432,윤영철,08-12,@롯데,W 13:5,1,4.2,5,5,5.00,22,21,8,6,0,0,1,0,0,3,79,1.35,0.261,0.321,0.707,4.13,0.56,-2.60,-0.044,30,,7+일
2023,KIA,15432,윤영철,08-18,@삼성,L 2:12,1,4.0,2,2,2.00,17,15,6,3,0,1,2,0,0,2,78,1.38,0.267,0.328,0.732,4.15,0.94,0.09,-0.041,42,L,6일
2023,KIA,15432,윤영철,08-27,한화,W 2:5,1,4.0,2,1,2.00,19,14,2,0,0,1,4,0,0,0,80,1.39,0.263,0.327,0.729,4.06,1.09,0.09,-0.030,48,,7+일
2023,KIA,15432,윤영철,09-02,@SSG,W 12:4,1,5.0,3,3,3.00,22,22,7,0,0,1,0,0,0,5,71,1.39,0.266,0.327,0.732,4.13,0.95,-0.39,0.001,46,W,6일
2023,KIA,15432,윤영철,09-08,LG,L 12:2,1,5.0,4,3,2.80,22,18,5,1,0,0,3,0,0,4,80,1.40,0.266,0.329,0.731,4.19,0.81,-0.49,-0.054,44,L,6일
2023,KIA,15432,윤영철,09-15,두산,L 8:6,1,3.2,2,2,2.00,19,17,6,1,0,1,2,0,0,3,76,1.43,0.270,0.333,0.743,4.22,1.04,-0.28,-0.059,42,,7일
2023,KIA,15432,윤영철,09-23,KT,L 4:1,1,5.0,2,2,2.00,20,17,5,0,0,1,2,0,0,2,87,1.42,0.271,0.334,0.746,4.19,0.73,0.61,0.003,49,L,7+일
2023,KIA,15432,윤영철,10-01,@SSG,L 5:6,1,5.0,3,2,3.00,22,18,3,1,0,0,4,0,0,1,90,1.42,0.267,0.333,0.737,4.17,0.99,-0.39,-0.074,48,,7+일
2023,KIA,15432,윤영철,10-08,삼성,W 1:2,1,6.0,1,1,1.00,24,22,4,1,0,0,2,1,0,5,95,1.40,0.263,0.330,0.726,4.04,1.25,2.14,0.196,63,,7일
2023,롯데,15011,반즈,04-11,LG,W 5:6,1,4.1,4,4,3.30,23,16,6,2,0,0,6,0,0,3,98,2.77,0.375,0.545,1.045,8.31,1.24,-0.92,-0.164,32,,7+일
2023,롯데,15011,반즈,04-16,@삼성,L 1:9,1,5.2,8,8,7.30,30,24,10,1,0,1,3,0,2,3,102,2.50,0.400,0.529,1.079,10.80,0.91,-4.08,-0.148,17,L,5일
2023,롯데,15011,반즈,04-22,@NC,W 10:6,1,5.0,3,2,3.00,25,20,6,2,0,1,2,0,1,5,102,2.20,0.367,0.480,1.030,8.40,0.81,-1.92,-0.111,48,W,6일
2023,롯데,15011,반즈,04-28,키움,W 2:5,1,4.0,2,2,2.00,21,17,6,1,0,0,2,0,2,2,79,2.16,0.364,0.479,0.998,7.58,1.35,-1.01,-0.065,42,,6일
2023,롯데,15011,반즈,05-10,두산,W 0:3,1,6.2,0,0,0.00,24,22,2,0,0,0,2,0,0,8,99,1.75,0.303,0.417,0.841,5.61,1.12,2.44,0.379,76,W,7+일
2023,롯데,15011,반즈,05-16,@한화,W 3:1,1,7.0,1,1,0.50,24,22,3,2,0,0,1,0,0,8,92,1.50,0.273,0.378,0.766,4.68,1.23,2.93,0.328,74,,6일
2023,롯데,15011,반즈,05-21,SSG,L 6:3,1,5.0,4,4,4.00,22,19,6,0,0,1,1,0,0,5,75,1.49,0.279,0.372,0.772,5.02,0.77,-1.39,-0.199,43,L,5일
2023,롯데,15011,반즈,05-27,@키움,W 6:5,1,6.0,0,0,0.00,22,21,3,0,0,0,1,0,0,5,95,1.37,0.261,0.349,0.715,4.33,0.95,3.14,0.355,70,W,6일
2023,롯데,15011,반즈,06-01,@LG,L 1:6,1,5.0,5,4,5.00,23,21,7,1,0,0,2,0,0,1,80,1.42,0.269,0.354,0.722,4.62,0.51,-2.39,-0.269,34,L,5일
2023,롯데,15011,반즈,06-07,KT,L 3:2,1,7.0,2,1,2.00,28,25,6,1,0,0,2,0,0,8,107,1.38,0.266,0.347,0.704,4.20,1.24,1.66,0.095,65,,6일
2023,롯데,15011,반즈,06-13,한화,W 5:7,1,3.1,3,3,3.00,19,14,4,3,0,0,4,0,1,4,90,1.44,0.267,0.357,0.724,4.42,1.07,-2.57,-0.292,40,,6일
2023,롯데,15011,반즈,06-18,@SSG,W 7:2,1,7.0,0,0,0.00,28,26,5,1,0,0,1,0,1,4,94,1.38,0.259,0.346,0.698,3.95,0.86,3.66,0.256,70,W,5일
2023,롯데,15011,반즈,06-24,@LG,L 1:9,1,2.1,4,4,3.30,12,10,5,0,0,1,2,0,0,1,44,1.43,0.268,0.356,0.726,4.35,0.97,-1.96,-0.201,30,L,6일
2023,롯데,15011,반즈,07-01,두산,L 2:1,1,7.0,1,1,1.00,26,26,5,1,0,0,0,0,0,11,95,1.37,0.261,0.343,0.700,4.06,0.80,2.66,0.252,74,L,7일
2023,롯데,15011,반즈,07-06,@한화,W 4:3,1,6.0,2,2,2.00,25,25,7,3,0,1,0,0,0,3,99,1.35,0.263,0.338,0.708,3.98,1.21,-0.86,0.147,53,W,5일
2023,롯데,15011,반즈,07-13,@NC,L 3:13,1,1.1,6,6,6.00,12,8,4,1,0,1,2,0,2,1,47,1.40,0.269,0.349,0.735,4.57,1.08,-5.22,-0.356,21,L,7일
2023,롯데,15011,반즈,07-21,키움,W 0:2,1,5.2,0,0,0.00,27,22,5,0,0,0,4,1,1,2,96,1.42,0.266,0.351,0.727,4.28,1.37,2.19,0.229,57,W,7+일
2023,롯데,15011,반즈,07-27,@두산,W 9:1,1,7.0,1,1,1.00,25,24,5,2,0,0,1,0,0,7,94,1.37,0.262,0.344,0.714,4.06,0.62,2.66,0.104,69,W,6일
2023,롯데,15011,반즈,08-02,NC,W 3:6,1,6.0,3,3,3.00,28,25,7,0,0,0,1,0,2,6,109,1.37,0.264,0.345,0.709,4.09,1.30,0.14,-0.021,51,W,6일
2023,롯데,15011,반즈,08-08,@키움,W 3:1,1,5.2,0,0,0.00,24,21,5,0,0,0,1,0,1,7,93,1.36,0.262,0.343,0.701,3.87,1.35,2.19,0.240,65,,6일
2023,롯데,15011,반즈,08-13,KIA,W 1:6,1,7.0,1,0,1.00,25,22,3,0,0,0,2,0,0,5,90,1.32,0.256,0.335,0.682,3.63,0.61,2.66,0.228,72,W,5일
2023,롯데,15011,반즈,08-18,@키움,L 4:5,1,6.0,2,1,2.00,28,26,7,0,0,0,2,0,0,5,102,1.33,0.257,0.335,0.677,3.53,1.41,1.14,0.102,55,,5일
2023,롯데,15011,반즈,08-24,@LG,L 1:3,1,6.0,3,3,3.00,27,21,5,1,0,0,4,0,1,5,100,1.33,0.256,0.337,0.677,3.57,0.82,0.14,-0.089,51,L,6일
2023,롯데,15011,반즈,09-03,두산,L 2:0,1,7.0,1,0,1.00,27,27,5,1,0,0,0,0,0,4,93,1.30,0.252,0.330,0.663,3.38,0.97,2.66,0.246,69,L,7+일
2023,롯데,15011,반즈,09-08,@NC,L 3:4,1,6.0,2,2,2.00,27,23,7,1,0,0,4,0,0,4,111,1.32,0.254,0.333,0.667,3.37,1.13,1.14,0.148,50,,5일
2023,롯데,15011,반즈,09-15,키움,W 4:5,1,6.2,3,3,3.00,31,29,11,2,1,0,0,0,1,4,103,1.34,0.261,0.336,0.680,3.40,1.20,0.18,-0.047,44,,7일
2023,롯데,15011,반즈,09-23,@SSG,L 2:4,1,6.2,4,4,4.00,30,29,11,5,0,0,1,0,0,6,89,1.36,0.267,0.339,0.693,3.49,1.12,-0.82,-0.111,41,L,7+일
2023,롯데,15011,반즈,09-28,한화,W 0:3,1,6.0,0,0,0.00,24,22,4,1,0,0,2,0,0,9,100,1.35,0.264,0.336,0.685,3.35,1.11,3.14,0.339,71,W,5일
2023,롯데,15011,반즈,10-03,삼성,W 4:10,1,6.0,1,1,1.00,22,19,3,0,0,0,3,0,0,4,89,1.33,0.260,0.334,0.677,3.29,0.72,2.14,0.144,63,W,5일
2023,롯데,15011,반즈,10-08,@두산,L 1:2,1,6.0,2,2,2.00,25,23,8,2,0,0,0,0,0,7,90,1.33,0.263,0.334,0.681,3.28,0.88,1.14,0.020,55,L,5일
2023,롯데,11310,박세웅,04-04,@SSG,L 1:3,1,4.2,3,2,3.00,25,21,8,2,0,0,2,0,1,8,99,2.14,0.381,0.458,0.934,3.86,1.44,-0.87,-0.130,44,L,7+일
2023,롯데,11310,박세웅,04-12,LG,L 12:8,1,5.0,3,3,3.00,24,21,7,1,0,0,3,0,0,4,95,2.07,0.357,0.438,0.867,4.66,1.06,-0.39,-0.074,42,,7+일
2023,롯데,11310,박세웅,04-18,KIA,W 5:7,1,4.2,5,4,5.00,24,22,9,1,0,0,2,0,0,4,95,2.16,0.375,0.444,0.882,5.65,1.16,-2.60,-0.327,30,,6일
2023,롯데,11310,박세웅,04-23,@NC,W 5:3,1,5.0,3,2,3.00,23,22,7,2,0,2,0,0,1,4,92,1.97,0.360,0.421,0.921,5.12,0.78,-0.39,-0.077,47,,5일
2023,롯데,11310,박세웅,05-02,@KIA,W 7:4,1,4.2,3,3,3.00,25,19,6,2,0,0,6,0,0,2,111,2.08,0.352,0.433,0.919,5.25,1.26,-0.87,-0.073,36,,7+일
2023,롯데,11310,박세웅,05-12,@KT,L 1:2,1,5.0,1,1,1.00,22,20,5,0,0,0,2,0,0,5,96,1.97,0.336,0.415,0.863,4.66,1.16,1.61,0.169,56,,7+일
2023,롯데,11310,박세웅,05-19,SSG,W 5:7,1,6.0,1,1,1.00,26,22,6,1,0,0,3,1,0,6,107,1.89,0.327,0.407,0.836,4.11,1.50,2.14,0.226,59,W,7일
2023,롯데,11310,박세웅,05-25,NC,W 1:11,1,7.0,0,0,0.00,25,24,2,0,0,0,1,0,0,8,105,1.64,0.292,0.370,0.750,3.43,0.28,3.66,0.157,80,W,6일
2023,롯데,11310,박세웅,05-31,@LG,W 7:1,1,6.0,1,1,1.00,22,19,5,1,0,0,1,0,0,5,84,1.56,0.289,0.362,0.736,3.19,1.36,2.14,0.237,62,W,6일
2023,롯데,11310,박세웅,06-06,KT,L 4:1,1,6.0,2,2,2.00,23,19,3,0,0,0,3,0,0,7,103,1.50,0.278,0.352,0.706,3.17,0.79,1.14,0.039,62,L,6일
2023,롯데,11310,박세웅,06-11,@삼성,L 4:6,1,6.2,2,2,0.80,26,24,3,1,0,0,2,0,0,2,114,1.42,0.262,0.336,0.671,3.12,1.00,3.18,0.361,60,,5일
2023,롯데,11310,박세웅,06-17,@SSG,L 5:8,1,7.0,1,1,1.00,25,23,3,2,0,0,2,0,0,2,93,1.34,0.250,0.324,0.648,2.93,0.79,1.66,0.368,67,,6일
2023,롯데,11310,박세웅,06-23,@LG,W 2:1,1,8.0,1,1,1.00,26,26,3,0,0,0,0,0,0,5,92,1.24,0.238,0.307,0.612,2.74,1.09,3.18,0.301,77,W,6일
2023,롯데,11310,박세웅,06-30,두산,W 0:1,1,7.0,0,0,0.00,26,22,4,1,0,0,3,0,0,6,109,1.22,0.234,0.305,0.604,2.50,1.30,3.66,0.443,72,,7일
2023,롯데,11310,박세웅,07-08,LG,L 12:3,1,5.2,6,6,4.95,26,23,6,1,0,1,2,0,1,2,102,1.23,0.235,0.308,0.617,2.95,1.13,-2.40,-0.219,33,L,7+일
2023,롯데,11310,박세웅,07-22,키움,L 5:3,1,5.0,4,4,4.00,25,19,4,0,0,0,5,0,1,3,96,1.26,0.234,0.314,0.617,3.18,1.03,-1.39,-0.182,41,L,7+일
2023,롯데,11310,박세웅,07-28,@KIA,L 5:6,1,4.1,6,4,5.50,23,20,8,2,0,0,2,0,0,4,82,1.31,0.243,0.321,0.635,3.41,1.12,-2.14,-0.352,29,L,6일
2023,롯데,11310,박세웅,08-03,NC,L 8:1,1,7.0,3,3,3.00,29,26,8,1,0,0,2,0,0,7,101,1.32,0.247,0.323,0.639,3.44,1.20,0.66,-0.090,54,L,6일
2023,롯데,11310,박세웅,08-09,@키움,L 8:10,1,2.1,6,3,6.00,16,13,6,0,0,0,3,0,0,1,70,1.37,0.254,0.331,0.652,3.62,1.36,-5.18,-0.394,25,L,6일
2023,롯데,11310,박세웅,08-15,SSG,W 6:10,1,6.0,2,2,2.00,24,22,4,1,0,0,2,0,0,3,86,1.35,0.251,0.327,0.643,3.58,1.04,0.14,0.095,57,W,6일
2023,롯데,11310,박세웅,08-20,@키움,L 6:7,1,6.0,3,1,3.00,24,23,4,0,0,1,1,0,0,9,107,1.33,0.247,0.321,0.637,3.48,1.17,0.14,0.075,64,,5일
2023,롯데,11310,박세웅,08-26,KT,L 8:6,1,6.0,2,2,2.00,27,22,7,2,0,0,3,0,0,5,88,1.34,0.250,0.325,0.645,3.46,1.47,1.14,0.091,52,,6일
2023,롯데,11310,박세웅,09-04,두산,W 3:4,1,4.1,3,2,3.00,24,21,7,2,0,1,3,0,0,4,104,1.38,0.254,0.329,0.660,3.48,1.30,-1.36,-0.167,40,,7+일
2023,롯데,11310,박세웅,09-09,@NC,W 5:2,1,6.2,2,2,2.00,26,25,6,0,0,0,1,0,0,9,112,1.36,0.253,0.326,0.652,3.44,0.86,1.56,0.109,62,W,5일
2023,롯데,11310,박세웅,09-17,@삼성,W 7:4,1,6.0,2,2,2.00,23,22,5,0,0,1,1,0,0,4,94,1.35,0.252,0.323,0.651,3.42,0.64,1.14,0.177,57,W,7+일
2023,롯데,11310,박세웅,09-22,@SSG,W 5:2,1,6.0,2,2,2.00,22,20,3,0,0,2,2,0,0,4,86,1.32,0.248,0.320,0.652,3.41,1.00,0.14,0.118,60,W,5일
2023,롯데,11310,박세웅,10-11,두산,W 3:14,1,6.0,3,3,3.00,26,24,6,1,0,0,2,0,0,6,107,1.32,0.248,0.320,0.650,3.45,0.73,-0.86,0.050,52,W,7+일
2023,롯데,12930,나균안,04-02,@두산,W 2:0,1,6.2,0,0,0.00,27,25,5,2,0,0,2,0,0,4,100,1.05,0.200,0.259,0.539,0.00,1.17,3.18,0.362,66,W,7+일
2023,롯데,12930,나균안,04-09,KT,W 3:5,1,7.0,0,0,0.00,26,25,4,1,0,0,1,0,0,8,83,0.88,0.180,0.226,0.466,0.00,1.05,3.66,0.443,76,W,7일
2023,롯데,12930,나균안,04-15,@삼성,W 9:5,1,5.0,3,3,3.00,25,21,6,0,0,0,3,0,1,4,104,1.13,0.211,0.282,0.536,1.45,1.37,-0.39,-0.015,44,W,6일
2023,롯데,12930,나균안,04-21,@NC,W 3:2,1,7.0,2,2,2.00,27,23,3,1,0,0,2,0,1,6,100,1.01,0.191,0.267,0.501,1.75,0.85,1.66,0.043,67,,6일
2023,롯데,12930,나균안,04-27,한화,W 0:3,1,8.0,0,0,0.00,29,27,4,0,0,0,0,0,1,7,107,0.89,0.182,0.248,0.463,1.34,0.98,3.18,0.434,81,W,6일
2023,롯데,12930,나균안,05-03,@KIA,L 2:10,1,4.0,5,5,5.00,19,16,5,0,0,1,2,0,0,4,70,0.98,0.197,0.265,0.513,2.39,1.08,-2.91,-0.251,34,L,6일
2023,롯데,12930,나균안,05-11,두산,W 6:7,1,5.0,4,4,4.00,23,20,8,3,0,0,0,0,0,2,79,1.05,0.223,0.277,0.564,2.95,1.29,-1.39,-0.213,37,,7+일
2023,롯데,12930,나균안,05-17,@한화,L 1:2,1,6.1,1,1,1.00,24,23,4,1,0,0,1,0,0,8,95,1.02,0.217,0.269,0.547,2.76,1.21,2.39,0.283,68,,6일
2023,롯데,12930,나균안,05-23,NC,W 0:2,1,6.0,0,0,0.00,23,22,5,1,0,0,1,0,0,5,86,1.02,0.218,0.268,0.545,2.45,1.25,3.14,0.339,66,W,6일
2023,롯데,12930,나균안,05-28,@키움,L 5:7,1,6.0,1,1,1.00,24,22,5,2,0,0,2,0,0,9,94,1.03,0.219,0.270,0.551,2.36,1.04,2.14,0.201,65,,5일
2023,롯데,12930,나균안,06-03,KIA,W 5:6,1,6.0,3,3,3.00,24,21,6,1,0,0,2,0,0,3,90,1.06,0.224,0.276,0.562,2.55,0.92,0.14,-0.095,49,,6일
2023,롯데,12930,나균안,06-09,@삼성,W 5:1,1,7.0,1,1,1.00,29,25,7,1,0,0,3,1,0,5,112,1.09,0.230,0.283,0.572,2.43,0.99,3.66,0.284,61,W,6일
2023,롯데,12930,나균안,06-15,한화,L 5:4,1,4.0,3,3,3.00,22,18,8,1,0,2,4,0,0,2,91,1.19,0.243,0.301,0.624,2.65,0.97,-1.33,-0.154,32,,6일
2023,롯데,12930,나균안,06-21,@KT,L 2:8,1,5.0,6,6,5.30,26,24,10,0,1,0,2,0,0,3,99,1.27,0.256,0.313,0.650,3.14,1.09,-2.80,-0.226,24,L,6일
2023,롯데,12930,나균안,07-05,@한화,L 3:5,1,5.0,3,2,3.00,22,20,4,1,0,1,2,0,0,1,89,1.26,0.253,0.311,0.651,3.17,0.92,-0.39,-0.127,48,,7+일
2023,롯데,12930,나균안,07-12,@NC,L 2:11,1,4.0,2,2,2.00,22,19,9,0,0,1,2,0,0,2,84,1.33,0.265,0.322,0.678,3.23,1.17,-1.01,-0.108,36,L,7일
2023,롯데,12930,나균안,07-25,@두산,L 5:8,1,4.0,6,5,4.80,21,17,6,2,1,1,4,0,0,3,92,1.38,0.269,0.330,0.705,3.56,0.77,-3.01,-0.232,27,L,7+일
2023,롯데,12930,나균안,08-19,@키움,L 2:5,1,5.0,3,3,3.00,23,19,6,3,0,0,2,0,0,5,99,1.39,0.271,0.332,0.712,3.65,1.55,-0.39,-0.144,46,L,7+일
2023,롯데,12930,나균안,08-27,KT,L 2:1,1,7.0,2,2,2.00,27,26,6,1,1,0,0,0,0,9,110,1.35,0.269,0.325,0.703,3.58,0.83,1.66,0.096,66,L,7+일
2023,롯데,12930,나균안,09-06,삼성,L 7:2,1,6.0,1,0,1.00,26,21,4,0,0,0,3,0,0,8,115,1.34,0.265,0.323,0.692,3.39,1.09,2.14,0.194,67,,7+일
2023,롯데,12930,나균안,09-12,NC,L 4:3,1,6.0,3,3,3.00,30,28,11,3,0,0,1,0,0,8,122,1.38,0.273,0.327,0.704,3.45,0.80,0.14,-0.069,45,,6일
2023,롯데,12930,나균안,09-21,@KT,L 0:5,1,5.0,5,2,5.00,24,22,6,1,0,1,1,0,1,5,92,1.38,0.273,0.328,0.708,3.46,0.87,-2.39,-0.208,45,L,7+일
2023,롯데,12930,나균안,10-15,@한화,L 4:7,1,5.1,7,7,6.65,26,23,8,2,0,1,2,0,1,3,95,1.40,0.276,0.332,0.721,3.80,1.19,-3.84,-0.323,25,L,7+일
2023,롯데,10863,한현희,04-07,KT,L 7:1,1,5.1,4,4,3.30,25,22,7,0,0,0,2,0,0,4,102,1.69,0.318,0.360,0.678,6.75,0.84,-1.39,-0.106,40,L,7+일
2023,롯데,10863,한현희,04-13,LG,W 7:8,1,5.0,5,5,3.80,24,17,4,1,0,1,5,0,0,3,112,1.74,0.282,0.367,0.752,7.84,1.07,-1.49,-0.158,37,W,6일
2023,롯데,10863,한현희,04-19,KIA,L 6:0,1,4.0,5,5,5.00,21,19,8,1,1,0,2,0,0,5,79,1.95,0.328,0.400,0.848,8.79,1.50,-2.91,-0.257,29,L,6일
2023,롯데,10863,한현희,04-26,한화,W 1:8,0,2.1,0,0,0.00,10,9,2,0,0,0,0,0,1,3,38,1.80,0.313,0.388,0.806,7.56,1.32,-0.01,-0.012,,W,7일
2023,롯데,10863,한현희,04-30,키움,W 3:5,1,4.2,3,3,2.50,24,21,7,2,0,0,2,0,1,3,87,1.83,0.318,0.394,0.814,7.17,1.15,0.13,-0.035,39,,4일
2023,롯데,10863,한현희,05-13,@KT,W 5:0,1,6.0,0,0,0.00,24,20,4,1,0,0,4,0,0,6,110,1.72,0.296,0.383,0.772,5.60,0.85,3.14,0.204,66,W,7+일
2023,롯데,10863,한현희,05-18,@한화,W 7:3,1,6.0,0,0,0.00,22,18,1,0,0,0,2,0,2,6,96,1.50,0.262,0.360,0.701,4.59,0.94,2.14,0.310,74,W,5일
2023,롯데,10863,한현희,05-24,NC,L 3:1,1,4.0,2,2,2.00,18,16,5,1,1,0,2,0,0,2,69,1.53,0.268,0.363,0.722,4.58,1.03,0.09,-0.035,44,L,6일
2023,롯데,10863,한현희,05-30,@LG,L 1:3,1,6.0,3,2,3.00,26,24,8,0,0,0,2,0,0,1,93,1.55,0.277,0.366,0.721,4.36,1.05,0.14,-0.096,45,L,6일
2023,롯데,10863,한현희,06-04,KIA,L 6:0,1,5.0,2,2,1.50,21,19,6,4,0,0,1,0,0,4,79,1.53,0.281,0.364,0.737,4.28,1.20,0.89,0.049,50,L,5일
2023,롯데,10863,한현희,06-10,@삼성,L 7:9,1,4.1,5,3,4.65,25,21,9,1,0,2,1,0,2,3,100,1.59,0.296,0.378,0.791,4.44,0.83,-2.64,-0.291,31,L,6일
2023,롯데,10863,한현희,06-16,@SSG,L 1:12,1,4.1,5,5,4.30,22,18,6,1,0,2,4,0,0,2,100,1.65,0.299,0.385,0.823,4.89,0.88,-1.92,-0.189,29,L,6일
2023,롯데,10863,한현희,06-20,@KT,L 2:5,0,0.2,3,3,2.50,6,5,3,0,0,0,1,0,0,0,30,1.70,0.306,0.391,0.832,5.31,2.10,-1.96,-0.310,BLHD,L,4일
2023,롯데,10863,한현희,06-24,@LG,L 1:9,0,0.1,2,2,2.70,4,3,2,0,0,0,1,0,0,0,19,1.74,0.310,0.396,0.840,5.59,0.53,-2.68,-0.113,,,4일
2023,롯데,10863,한현희,06-27,삼성,W 3:5,0,0.1,0,0,0.20,2,2,1,0,0,0,0,0,0,0,4,1.75,0.312,0.397,0.841,5.55,1.35,0.05,0.011,,HD,3일
2023,롯데,10863,한현희,06-28,삼성,W 6:9,0,0.1,0,0,0.00,1,1,0,0,0,0,0,0,0,0,3,1.74,0.311,0.396,0.839,5.52,1.15,0.21,0.033,,HD,1일
2023,롯데,10863,한현희,07-01,두산,L 2:1,0,2.0,1,1,1.00,9,7,2,0,0,1,2,0,0,3,37,1.75,0.310,0.397,0.847,5.49,0.74,0.05,-0.020,,,3일
2023,롯데,10863,한현희,07-05,@한화,L 3:5,0,1.0,0,0,0.00,4,3,0,0,0,0,1,0,0,2,18,1.74,0.306,0.395,0.840,5.40,0.41,0.52,0.029,,,4일
2023,롯데,10863,한현희,07-06,@한화,W 4:3,0,0.0,0,0,0.00,1,0,0,0,0,0,1,0,0,0,4,1.75,0.306,0.397,0.842,5.40,3.33,-0.41,-0.073,,,1일
2023,롯데,10863,한현희,07-09,LG,W 4:7,0,0.2,0,0,0.00,3,2,0,0,0,0,0,0,1,1,11,1.73,0.304,0.397,0.838,5.34,3.07,1.26,0.155,,HD,3일
2023,롯데,10863,한현희,07-13,@NC,L 3:13,0,1.1,5,5,5.00,9,9,5,1,0,2,0,0,0,1,46,1.77,0.313,0.401,0.874,5.94,0.08,-4.31,-0.032,,,4일
2023,롯데,10863,한현희,07-22,키움,L 5:3,0,1.0,0,0,0.00,3,3,0,0,0,0,0,0,0,0,8,1.75,0.309,0.397,0.864,5.85,0.49,-0.48,0.038,,,7+일
